DataExtracao;Ano;Mes;CanalEntrada;Condicao;GrupoEconNorm;Tipo;Servico;Modalidade;Motivo;UF;QtdeSolic
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;2
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;1
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;2
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;3
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;4
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;14
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;3
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;3
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;2;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;2;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Completamento de Chamadas;SE;2
2016-04-28;2006;2;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;2;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;2;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;6
2016-04-28;2006;2;Call Center;Reencaminhada;OI;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;2;Call Center;Reencaminhada;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;2;Call Center;Reencaminhada;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;2;Correspondência     ;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;1
2016-04-28;2006;2;Correspondência     ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;2;E-mail              ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Serviços Adicionais;SE;1
2016-04-28;2006;2;E-mail              ;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;2;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;2
2016-04-28;2006;2;Fale Conosco        ;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;2;Fale Conosco        ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;2;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;2
2016-04-28;2006;2;Fale Conosco        ;Reencaminhada;Anatel;Pedido de Informação;Radioamador (PY);NÃO APLICÁVEL;Licença / Autorização;SE;1
2016-04-28;2006;2;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;2;Call Center;Nova;Anatel;Reclamação;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;1
2016-04-28;2006;2;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;2;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;2
2016-04-28;2006;2;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;2
2016-04-28;2006;2;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;2;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;4
2016-04-28;2006;2;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;1
2016-04-28;2006;2;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;2
2016-04-28;2006;2;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;1
2016-04-28;2006;2;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;2;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;1
2016-04-28;2006;2;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;1
2016-04-28;2006;2;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;5
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Reparo;SE;1
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Instalação;SE;1
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;2
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;2
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;1
2016-04-28;2006;2;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Internacional;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Nova;Outros;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;2
2016-04-28;2006;2;Call Center;Nova;Outros;Reclamação;TV por Assinatura;TV a Cabo;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Nova;Outros;Reclamação;TV por Assinatura;TV a Cabo;Reparo;SE;1
2016-04-28;2006;2;Call Center;Nova;Outros;Reclamação;TV por Assinatura;TV a Cabo;Serviços Adicionais;SE;1
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;3
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;2
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;1
2016-04-28;2006;2;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Área de Cobertura;SE;1
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;2
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;4
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;2
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Completamento de Chamadas;SE;1
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;1
2016-04-28;2006;2;Call Center;Nova;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;2;Call Center;Reaberta;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Reaberta;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;4
2016-04-28;2006;2;Call Center;Reaberta;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;1
2016-04-28;2006;2;Call Center;Reaberta;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;3
2016-04-28;2006;2;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;2
2016-04-28;2006;2;Call Center;Reaberta;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Completamento de Chamadas;SE;1
2016-04-28;2006;2;Call Center;Reaberta;Outros;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Reaberta;TIM;Pedido de Informação;Móvel Pessoal;Pré-Pago;Área de Cobertura;SE;1
2016-04-28;2006;2;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;2;Call Center;Reaberta;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;4
2016-04-28;2006;2;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;2;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;2
2016-04-28;2006;2;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;1
2016-04-28;2006;2;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;2
2016-04-28;2006;2;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Promoções;SE;1
2016-04-28;2006;2;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Cancelamento;SE;1
2016-04-28;2006;2;Call Center;Reaberta;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;2;Call Center;Reaberta;VIVO;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;1
2016-04-28;2006;2;Call Center;Reencaminhada;Anatel;Pedido de Informação;Radiodifusão (Rádio e TV);TV;Freqüência/Potência das emissoras;SE;1
2016-04-28;2006;2;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;2;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;1
2016-04-28;2006;2;Call Center;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;1
2016-04-28;2006;2;Call Center;Reencaminhada;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;2;Correspondência     ;Nova;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;2;E-mail              ;Reencaminhada;Anatel;Reclamação;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;1
2016-04-28;2006;2;Fale Conosco        ;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;2;Fale Conosco        ;Nova;OI;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;2;Fale Conosco        ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;2;Fale Conosco        ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;2;Fale Conosco        ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cópia de Documentos;SE;1
2016-04-28;2006;2;Fale Conosco        ;Reencaminhada;Anatel;Pedido de Informação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Definição;SE;1
2016-04-28;2006;2;Fale Conosco        ;Reencaminhada;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;2;Fale Conosco        ;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;2;Fale Conosco        ;Reencaminhada;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;3;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;2
2016-04-28;2006;3;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;3
2016-04-28;2006;3;Atendimento Pessoal ;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Outros;SE;2
2016-04-28;2006;3;Atendimento Pessoal ;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Bloqueio;SE;1
2016-04-28;2006;3;Atendimento Pessoal ;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;1
2016-04-28;2006;3;Atendimento Pessoal ;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Denúncia;Limitado Privado;NÃO APLICÁVEL;Interferência;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Denúncia;Limitado Privado;NÃO APLICÁVEL;Rádio Pirata / Clandestina;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Elogio;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Pedido de Informação;Limitado Privado;NÃO APLICÁVEL;Licença / Autorização;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Pedido de Informação;Limitado Privado;NÃO APLICÁVEL;Serviços Adicionais;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pré-Pago;Tarifas;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Pedido de Informação;Serviços da Anatel;Atendimento;Outros;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Sugestão;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;7
2016-04-28;2006;3;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;3
2016-04-28;2006;3;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;2;Fale Conosco        ;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Área de Cobertura;SE;1
2016-04-28;2006;2;Fale Conosco        ;Reencaminhada;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
2016-04-28;2006;3;Atendimento Pessoal ;Nova;NET;Pedido de Informação;Serviço Telefônico Fixo Comutado - STFC;Local;Outros;SE;1
2016-04-28;2006;3;Atendimento Pessoal ;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;3
2016-04-28;2006;3;Atendimento Pessoal ;Nova;OI;Pedido de Informação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;3;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Clonagem;SE;1
2016-04-28;2006;3;Atendimento Pessoal ;Nova;VIVO;Reclamação;Móvel Pessoal;Pré-Pago;Habilitação;SE;1
2016-04-28;2006;3;Atendimento Pessoal ;Reaberta;OI;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Denúncia;Rádio do Cidadão (PX);NÃO APLICÁVEL;Interferência;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Antenas/ERBs;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pós-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pré-Pago;Cancelamento;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Pedido de Informação;Móvel Pessoal;Pré-Pago;Cartão pré-pago;SE;1
2016-04-28;2006;3;Call Center;Nova;Anatel;Reclamação;Serviços da Anatel;Atendimento;Atuação da Anatel;SE;4
2016-04-28;2006;3;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;2
2016-04-28;2006;3;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pós-Pago;Planos de serviço;SE;1
2016-04-28;2006;3;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;3
2016-04-28;2006;3;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;4
2016-04-28;2006;3;Call Center;Nova;Intelig;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;3
2016-04-28;2006;3;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;4
2016-04-28;2006;3;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Desbloqueio;SE;1
2016-04-28;2006;3;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;11
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;4
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;2
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cópia de Documentos;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Serviços Adicionais;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Área de Cobertura;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;6
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Atendimento;SE;2
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Cobrança;SE;2
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Reparo;SE;14
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Bloqueio;SE;6
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;9
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Mudança de endereço;SE;2
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Planos de serviço;SE;1
2016-04-28;2006;3;Call Center;Nova;Outros;Reclamação;TV por Assinatura;TV a Cabo;Reparo;SE;1
2016-04-28;2006;3;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Área de Cobertura;SE;1
2016-04-28;2006;3;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;4
2016-04-28;2006;3;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Cancelamento;SE;6
2016-04-28;2006;3;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pós-Pago;Código de acesso;SE;1
2016-04-28;2006;3;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Atendimento;SE;3
2016-04-28;2006;3;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;2
2016-04-28;2006;3;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Reparo;SE;2
2016-04-28;2006;3;Call Center;Nova;TIM;Reclamação;Móvel Pessoal;Pré-Pago;Serviços Adicionais;SE;2
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;3
2016-04-28;2006;3;Call Center;Nova;VIVO;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;2
2016-04-28;2006;3;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Desbloqueio;SE;1
2016-04-28;2006;3;Call Center;Nova;CLARO;Reclamação;Móvel Pessoal;Pré-Pago;Promoções;SE;1
2016-04-28;2006;3;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;16
2016-04-28;2006;3;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cobrança;SE;6
2016-04-28;2006;3;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;4
2016-04-28;2006;3;Call Center;Nova;NET;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Longa Distância Nacional;Cobrança;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Bloqueio;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Cobrança;SE;7
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Desbloqueio;SE;5
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Habilitação;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pós-Pago;Inclusão no SPC/Serasa;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Móvel Pessoal;Pré-Pago;Completamento de Chamadas;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço de Rede e Transporte de Telecomunicações - SRTT;NÃO APLICÁVEL;Contrato de prestação de serviço;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Atendimento;SE;16
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Cancelamento;SE;4
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Completamento de Chamadas;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Instalação de Acessos Individuais;SE;5
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Reparo;SE;4
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;Local;Serviços Adicionais;SE;1
2016-04-28;2006;3;Call Center;Nova;OI;Reclamação;Serviço Telefônico Fixo Comutado - STFC;NÃO APLICÁVEL;Cartão Telefônico;SE;1
2016-04-28;2006;3;Call Center;Nova;Outros;Reclamação;Móvel Pessoal;Pós-Pago;Atendimento;SE;1
